candidate_id	source_type	title	url	publisher	discovered_at	relevance_reason	license_guess	status	reviewer_notes	drained_at	drain_reason	drain_run_id	source_match
hf-paper-2606-01717	huggingface_paper	Decentralized Instruction Tuning: Conflict-Aware Splitting and Weight Merging	https://huggingface.co/papers/2606.01717	Hugging Face Papers	2026-06-03T20:25:03.080755+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080755+00:00
hf-paper-2606-03159	huggingface_paper	NVIDIA OmniDreams: Real-Time Generative World Model for Closed-Loop Autonomous Vehicle Simulation	https://huggingface.co/papers/2606.03159	Hugging Face Papers	2026-06-03T20:25:03.080778+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080778+00:00
hf-paper-2606-01788	huggingface_paper	PlatonicNav: Unveiling Semantic Correspondence in Navigation with Platonic Topological Maps	https://huggingface.co/papers/2606.01788	Hugging Face Papers	2026-06-03T20:25:03.080801+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080801+00:00
hf-paper-2606-03979	huggingface_paper	Language Models Need Sleep: Learning to Self-Modify and Consolidate Memories	https://huggingface.co/papers/2606.03979	Hugging Face Papers	2026-06-03T20:25:03.080825+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080825+00:00
hf-paper-2606-03985	huggingface_paper	Humanoid-GPT: Scaling Data and Structure for Zero-Shot Motion Tracking	https://huggingface.co/papers/2606.03985	Hugging Face Papers	2026-06-03T20:25:03.080847+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080847+00:00
hf-paper-2606-03920	huggingface_paper	Benchmarking Visual State Tracking in Multimodal Video Understanding	https://huggingface.co/papers/2606.03920	Hugging Face Papers	2026-06-03T20:25:03.080870+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080870+00:00
hf-paper-2606-01249	huggingface_paper	Trust Region On-Policy Distillation	https://huggingface.co/papers/2606.01249	Hugging Face Papers	2026-06-03T20:25:03.080930+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080930+00:00
hf-paper-2605-27921	huggingface_paper	Show, Don't TELL: Explainable AI-Generated Text Detection	https://huggingface.co/papers/2605.27921	Hugging Face Papers	2026-06-03T20:25:03.080956+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080956+00:00
hf-paper-2606-00240	huggingface_paper	MindZero: Learning Online Mental Reasoning With Zero Annotations	https://huggingface.co/papers/2606.00240	Hugging Face Papers	2026-06-03T20:25:03.080978+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.080978+00:00
hf-paper-2606-01666	huggingface_paper	DOT-MoE: Differentiable Optimal Transport for MoEfication	https://huggingface.co/papers/2606.01666	Hugging Face Papers	2026-06-03T20:25:03.081000+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081000+00:00
hf-paper-2605-30608	huggingface_paper	Semantic Motion Anchors: Bridging Motion and Meaning in Co-Speech Gestures	https://huggingface.co/papers/2605.30608	Hugging Face Papers	2026-06-03T20:25:03.081023+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081023+00:00
hf-paper-2606-02551	huggingface_paper	AFUN: Towards an Affordance Foundation Model for Functionality Understanding	https://huggingface.co/papers/2606.02551	Hugging Face Papers	2026-06-03T20:25:03.081046+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081046+00:00
hf-paper-2606-02320	huggingface_paper	TVIR: Building Deep Research Agents Towards Text--Visual Interleaved Report Generation	https://huggingface.co/papers/2606.02320	Hugging Face Papers	2026-06-03T20:25:03.081068+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081068+00:00
hf-paper-2605-31529	huggingface_paper	SVI-Bench: A Dynamic Microworld for Strategic Video Intelligence	https://huggingface.co/papers/2605.31529	Hugging Face Papers	2026-06-03T20:25:03.081092+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081092+00:00
hf-paper-2605-29318	huggingface_paper	FreeForm: Reduced-Order Deformable Simulation from Particle-Based Skinning Eigenmodes	https://huggingface.co/papers/2605.29318	Hugging Face Papers	2026-06-03T20:25:03.081114+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081114+00:00
hf-paper-2606-02373	huggingface_paper	Harness-1: Reinforcement Learning for Search Agents with State-Externalizing Harnesses	https://huggingface.co/papers/2606.02373	Hugging Face Papers	2026-06-03T20:25:03.081137+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081137+00:00
hf-paper-2606-02388	huggingface_paper	Policy and World Modeling Co-Training for Language Agents	https://huggingface.co/papers/2606.02388	Hugging Face Papers	2026-06-03T20:25:03.081160+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081160+00:00
hf-paper-2606-00285	huggingface_paper	Model-Based Quality Assessment for Massively Multilingual Parallel Data	https://huggingface.co/papers/2606.00285	Hugging Face Papers	2026-06-03T20:25:03.081182+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081182+00:00
hf-paper-2605-29084	huggingface_paper	Same Question, Different Source, Different Answer: Auditing Source-Dependence in Medical Multi-Source RAG	https://huggingface.co/papers/2605.29084	Hugging Face Papers	2026-06-03T20:25:03.081204+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081204+00:00
hf-paper-2605-29087	huggingface_paper	The Chain Holds, the Answer Folds: Trace-Answer Dissociation in Reasoning Models Under Adversarial Pressure	https://huggingface.co/papers/2605.29087	Hugging Face Papers	2026-06-03T20:25:03.081228+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081228+00:00
hf-paper-2605-26248	huggingface_paper	Unified Neural Scaling Laws	https://huggingface.co/papers/2605.26248	Hugging Face Papers	2026-06-03T20:25:03.081251+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.	2026-07-05T22:21:50.861214+00:00	stale_gt_30_days	20260705T222150Z	2026-06-03T20:25:03.081251+00:00
hf-paper-2608-21031	huggingface_paper	PhysCaP: Grounding Code-as-Policy Agent with Physics-Informed Exploration	https://huggingface.co/papers/2608.21031	Hugging Face Papers	2026-08-24T19:00:53.287880+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151516+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20438	huggingface_paper	Peer-Voted LLM-Agent Stress Tests Find Feed-Induced Lexical Convergence but No Reliable Matched-Exposure Advantage for Distributed Sources	https://huggingface.co/papers/2608.20438	Hugging Face Papers	2026-08-24T19:00:53.287940+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151749+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-18077	huggingface_paper	Hydra-0: Action Flow for Generalist World Modeling and Control	https://huggingface.co/papers/2608.18077	Hugging Face Papers	2026-08-24T19:00:53.287970+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151785+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-18484	huggingface_paper	Partition the Support, Reconstruct the Residual: Training-Free Sparse Attention for Video Generation and World Models	https://huggingface.co/papers/2608.18484	Hugging Face Papers	2026-08-24T19:00:53.287994+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151808+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-16425	huggingface_paper	ParaTempo: Efficient Parallel Reasoning via Temporal Confidence	https://huggingface.co/papers/2608.16425	Hugging Face Papers	2026-08-24T19:00:53.288018+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151832+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20574	huggingface_paper	FlavourBench: Ranking Frontier Language Models with Executable Culinary Ground Truth	https://huggingface.co/papers/2608.20574	Hugging Face Papers	2026-08-24T19:00:53.288040+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151854+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-18184	huggingface_paper	Human-Centric Intelligence in the Era of Foundation Models: A Survey	https://huggingface.co/papers/2608.18184	Hugging Face Papers	2026-08-24T19:00:53.288063+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151877+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-08676	huggingface_paper	UniSpace: Unified Visual Representation and Scalable Multimodal Modeling	https://huggingface.co/papers/2608.08676	Hugging Face Papers	2026-08-24T19:00:53.288089+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151900+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20210	huggingface_paper	Daedalus-150M: A Convolution-Attention Hybrid Designed for CPU Inference	https://huggingface.co/papers/2608.20210	Hugging Face Papers	2026-08-24T19:00:53.288114+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151922+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20886	huggingface_paper	EviRank: Structured Relevance Evidence for Multimodal Image Re-ranking	https://huggingface.co/papers/2608.20886	Hugging Face Papers	2026-08-24T19:00:53.288139+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151944+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-16647	huggingface_paper	Every Coin Has Two Sides: On the Dual Nature of Generalization in On-Policy Distillation of Large Language Models	https://huggingface.co/papers/2608.16647	Hugging Face Papers	2026-08-24T19:00:53.288160+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151966+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20061	huggingface_paper	Let's Scale Step by Step: Compute-Efficient Hyperparameter Transfer for Large-Scale Mixture-of-Experts	https://huggingface.co/papers/2608.20061	Hugging Face Papers	2026-08-24T19:00:53.288182+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.151989+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-21360	huggingface_paper	OmniAssistBench: Assistant-style Interaction Benchmark for Omni-LLMs	https://huggingface.co/papers/2608.21360	Hugging Face Papers	2026-08-24T19:00:53.288204+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152047+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20634	huggingface_paper	AgentMercury: Your Agent Can Synthesize Verifiable Environments for Business Scenarios at scale	https://huggingface.co/papers/2608.20634	Hugging Face Papers	2026-08-24T19:00:53.288225+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152072+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20364	huggingface_paper	Hadith computational science in the age of large language models: a critical narrative review	https://huggingface.co/papers/2608.20364	Hugging Face Papers	2026-08-24T19:00:53.288246+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152094+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20707	huggingface_paper	Towards Faithful Simulation of Human Shopping Behavior	https://huggingface.co/papers/2608.20707	Hugging Face Papers	2026-08-24T19:00:53.288268+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152117+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-21156	huggingface_paper	Graph Engineering in the Era of LLM Agents: From Individual Intelligence to System Intelligence	https://huggingface.co/papers/2608.21156	Hugging Face Papers	2026-08-24T19:00:53.288291+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152138+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-21278	huggingface_paper	CLEAR: Continuous Latent Adapter Routing for Utility-Preserving LLM Safety Alignment	https://huggingface.co/papers/2608.21278	Hugging Face Papers	2026-08-24T19:00:53.288313+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152160+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-20910	huggingface_paper	InfinityEdit: Infinite Video Editing with a Lightweight Edit-Ignition Adapter	https://huggingface.co/papers/2608.20910	Hugging Face Papers	2026-08-24T19:00:53.288404+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152183+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-12781	huggingface_paper	Beyond Correctness: Benchmarking and Aligning Response Behaviors in Hybrid-Thinking MLLMs	https://huggingface.co/papers/2608.12781	Hugging Face Papers	2026-08-24T19:00:53.288429+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152205+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-21134	huggingface_paper	Llama-Mobile: Efficient 2.7-Bit Quantization of VLMs	https://huggingface.co/papers/2608.21134	Hugging Face Papers	2026-08-24T19:00:53.288451+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152227+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2607-21596	huggingface_paper	FlowEvo: Self-Evolving Agents through the Co-Evolution of Workflows and Executable Skills	https://huggingface.co/papers/2607.21596	Hugging Face Papers	2026-08-24T19:00:53.288471+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152258+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-15767	huggingface_paper	TinyCast: Probabilistic Zero-Shot Forecasting with Computed Periodicity	https://huggingface.co/papers/2608.15767	Hugging Face Papers	2026-08-24T19:00:53.288493+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152280+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-12875	huggingface_paper	The Embedder's Dilemma: LLMs Are Better, but at What Cost?	https://huggingface.co/papers/2608.12875	Hugging Face Papers	2026-08-24T19:00:53.288514+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152302+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-16885	huggingface_paper	τ_0-VLA: a Hierarchical Robot Foundation Model with World-Model-Guided Test-Time Computation	https://huggingface.co/papers/2608.16885	Hugging Face Papers	2026-08-24T19:00:53.288534+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152324+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-13547	huggingface_paper	QuoteBench: How Matched Scores Can Hide Command-Path Failures	https://huggingface.co/papers/2608.13547	Hugging Face Papers	2026-08-24T19:00:53.288559+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152363+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-08466	huggingface_paper	Hierarchical Self-Improvement: A Framework for Task-Specific Evolvable Agent Harnesses	https://huggingface.co/papers/2608.08466	Hugging Face Papers	2026-08-24T19:00:53.288579+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152387+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-19759	huggingface_paper	GOAG: Generative and Object-Agnostic Grasp Planner for Dexterous Robotic Manipulation	https://huggingface.co/papers/2608.19759	Hugging Face Papers	2026-08-24T19:00:53.288601+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152409+00:00	non_finance_explicit_hf_daily_papers_noise		
hf-paper-2608-19776	huggingface_paper	CoToGrasp: Contact-Topology-Conditioned Dexterous Grasp Synthesis via Canonical Workspace Learning	https://huggingface.co/papers/2608.19776	Hugging Face Papers	2026-08-24T19:00:53.288622+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	rejected	Needs linked models, datasets, reproducibility, finance domain, and claims review. Auto-archived: Hugging Face daily_papers query returned non-finance-explicit broad AI results; not suitable for Finance AI Radar candidate queue.	2026-08-24T19:01:45.152432+00:00	non_finance_explicit_hf_daily_papers_noise		
